Transcript	Group	CPM	Type
ENST00000370058	Brain_Medulla_Oblongata	0.0	Annotated
ENST00000370058	Brain_Pons	0.0	Annotated
ENST00000370058	Brain_Spinal_Cord	0.0	Annotated
ENST00000370058	Brain_Temporal_Lobe	0.0	Annotated
ENST00000370058	Brain_Thalamus	0.0	Annotated
ENST00000370058	Colon	0.0	Annotated
ENST00000370058	Heart	0.0	Annotated
ENST00000370058	Kidney	0.0	Annotated
ENST00000370058	Liver	0.0	Annotated
ENST00000370058	Lung	0.0	Annotated
ENST00000370058	Ovary	0.0	Annotated
ENST00000370058	Pancreas	0.0	Annotated
ENST00000370058	Prostate	0.0	Annotated
ENST00000370058	Skeletal_Muscle	0.0	Annotated
ENST00000370058	Small_Intestine	0.0	Annotated
ENST00000370058	Spleen	0.0	Annotated
ENST00000370058	Stomach	0.0	Annotated
ENST00000370058	Testis	0.0	Annotated
ENST00000370058	Thyroid	0.0	Annotated
ESPRESSO:chrX:1503:1207@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M311	0.4804712461982708	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M417	7.99247173102711	Novel
ESPRESSO:chrX:1503:1207@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	SKMEL173	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	SKMEL176	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M375	0.6615161795183685	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M409	0.0320172944617765	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M418	30.244621523342992	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M407	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	WM1366	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1207@Melanoma	Thyroid	0.0	Novel
ENST00000407935	M202	0.0	Annotated
ENST00000407935	M207	0.0	Annotated
ENST00000407935	M230	0.0	Annotated
ENST00000407935	M249	0.0	Annotated
ENST00000407935	M262	0.0	Annotated
ENST00000407935	M285	0.0	Annotated
ENST00000407935	M311	0.0	Annotated
ENST00000407935	M368	0.0	Annotated
ENST00000407935	M403	0.0	Annotated
ENST00000407935	M412	0.0	Annotated
ENST00000407935	M412B	0.0	Annotated
ENST00000407935	M417	0.0	Annotated
ENST00000407935	PB	0.0	Annotated
ENST00000407935	SKMEL173	0.0	Annotated
ENST00000407935	SKMEL176	0.0	Annotated
ENST00000407935	M229	0.0	Annotated
ENST00000407935	M263	0.0	Annotated
ENST00000407935	M297	0.0	Annotated
ENST00000407935	M308	0.0	Annotated
ENST00000407935	M375	0.0	Annotated
ENST00000407935	M376	0.0	Annotated
ENST00000407935	M383	0.0	Annotated
ENST00000407935	M395	13.844200961867404	Annotated
ENST00000407935	M397	0.0	Annotated
ENST00000407935	M398	0.0	Annotated
ENST00000407935	M399	0.0	Annotated
ENST00000407935	M233	0.0	Annotated
ENST00000407935	M238	0.0	Annotated
ENST00000407935	M243	0.0	Annotated
ENST00000407935	M245	0.0	Annotated
ENST00000407935	M255	0.0	Annotated
ENST00000407935	M299	0.0	Annotated
ENST00000407935	M370	0.0	Annotated
ENST00000407935	M409	3.20172944617765	Annotated
ENST00000407935	M411	0.0	Annotated
ENST00000407935	M418	0.0	Annotated
ENST00000407935	M420	0.0	Annotated
ENST00000407935	M423	0.0	Annotated
ENST00000407935	M492	0.0	Annotated
ENST00000407935	SBCL2	0.0	Annotated
ENST00000407935	M244	0.0	Annotated
ENST00000407935	M257	0.0	Annotated
ENST00000407935	M296	0.0	Annotated
ENST00000407935	M318	0.0	Annotated
ENST00000407935	M381	7.311272300294433	Annotated
ENST00000407935	M406	0.0	Annotated
ENST00000407935	M407	0.0	Annotated
ENST00000407935	M410	0.0	Annotated
ENST00000407935	WM1366	0.0	Annotated
ENST00000407935	Melanocyte_EHMa	0.0	Annotated
ENST00000407935	Melanocyte_HEMa	15.096070638741311	Annotated
ENST00000407935	Melanocyte_PEMa	0.0	Annotated
ENST00000407935	Bladder	2.4436154669031724	Annotated
ENST00000407935	Blood	0.0	Annotated
ENST00000407935	Brain	0.0	Annotated
ENST00000407935	Brain_Caudate_Nucleus	0.0	Annotated
ENST00000407935	Brain_Cerebellum	0.0	Annotated
ENST00000407935	Brain_Cerebral_Cortex	9.18304255688227	Annotated
ENST00000407935	Brain_Corpus_Callosum	0.0	Annotated
ENST00000407935	Brain_Frontal_Lobe	6.332933123624533	Annotated
ENST00000407935	Brain_Hippocampus	0.0	Annotated
ENST00000407935	Brain_Medulla_Oblongata	0.0	Annotated
ENST00000407935	Brain_Pons	0.0	Annotated
ENST00000407935	Brain_Spinal_Cord	0.0	Annotated
ENST00000407935	Brain_Temporal_Lobe	0.0	Annotated
ENST00000407935	Brain_Thalamus	0.0	Annotated
ENST00000407935	Colon	0.0	Annotated
ENST00000407935	Heart	0.0	Annotated
ENST00000407935	Kidney	0.0	Annotated
ENST00000407935	Liver	0.0	Annotated
ENST00000407935	Lung	0.0	Annotated
ENST00000407935	Ovary	0.0	Annotated
ENST00000407935	Pancreas	0.0	Annotated
ENST00000407935	Prostate	0.0	Annotated
ENST00000407935	Skeletal_Muscle	0.0	Annotated
ENST00000407935	Small_Intestine	0.0	Annotated
ENST00000407935	Spleen	0.0	Annotated
ENST00000407935	Stomach	0.0	Annotated
ENST00000407935	Testis	0.0	Annotated
ENST00000407935	Thyroid	0.0	Annotated
ESPRESSO:chrX:1503:1616@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M311	0.4804712461982708	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M417	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	SKMEL173	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	SKMEL176	39.38835400598272	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M375	0.6615161795183685	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M409	0.0320172944617765	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M418	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M407	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	WM1366	19.812679044703934	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1616@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M311	0.4804712461982708	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M417	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	SKMEL173	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	SKMEL176	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M375	0.6615161795183685	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M409	0.0320172944617765	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M418	60.489243046685985	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M406	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M407	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	WM1366	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Lung	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Ovary	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Pancreas	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Prostate	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Skeletal_Muscle	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Small_Intestine	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Spleen	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Stomach	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Testis	0.0	Novel
ESPRESSO:chrX:1503:1295@Melanoma	Thyroid	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M202	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M207	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M230	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M249	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M262	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M285	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M311	0.4804712461982708	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M368	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M403	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M412	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M412B	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M417	7.99247173102711	Novel
ESPRESSO:chrX:1503:1468@Melanoma	PB	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	SKMEL173	5.265229901261667	Novel
ESPRESSO:chrX:1503:1468@Melanoma	SKMEL176	39.38835400598272	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M229	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M263	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M297	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M308	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M375	0.6615161795183685	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M376	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M383	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M395	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M397	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M398	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M399	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M233	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M238	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M243	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M245	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M255	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M299	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M370	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M409	3.20172944617765	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M411	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M418	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M420	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M423	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M492	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	SBCL2	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M244	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M257	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M296	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M318	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M381	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M406	6.314901399129556	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M407	7.659929171698924	Novel
ESPRESSO:chrX:1503:1468@Melanoma	M410	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	WM1366	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Melanocyte_EHMa	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Melanocyte_HEMa	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Melanocyte_PEMa	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Bladder	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Blood	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Caudate_Nucleus	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Cerebellum	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Cerebral_Cortex	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Corpus_Callosum	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Frontal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Hippocampus	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Medulla_Oblongata	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Pons	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Spinal_Cord	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Temporal_Lobe	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Brain_Thalamus	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Colon	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Heart	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Kidney	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Liver	0.0	Novel
ESPRESSO:chrX:1503:1468@Melanoma	Lung	0.0	Novel
